# --- BFW ---
Dataset,black_males,asian_males,indian_females,indian_males,white_males,black_females,asian_females,white_females,MEAN
BFW,0.19,0.07,0.2,0.12,0.0,0.16,0.1,0.14,0.12

# --- DemogPairs ---
Dataset,White_Females,Black_Females,Asian_Males,White_Males,Black_Males,Asian_Females,MEAN
DemogPairs,0.28,0.11,0.0,0.2,0.02,0.0,0.1

# --- Overall Mean ---
Dataset,MEAN
MEAN_ALL,0.11
