# --- BFW ---
Dataset,black_males,asian_males,indian_females,indian_males,white_males,black_females,asian_females,white_females,MEAN
BFW,0.07,0.09,0.02,0.12,0.16,0.05,0.0,0.15,0.08

# --- DemogPairs ---
Dataset,White_Females,Black_Females,Asian_Males,White_Males,Black_Males,Asian_Females,MEAN
DemogPairs,0.55,0.35,0.11,0.63,0.32,0.0,0.33

# --- Overall Mean ---
Dataset,MEAN
MEAN_ALL,0.19
