# --- BFW ---
Dataset,black_males,asian_males,indian_females,indian_males,white_males,black_females,asian_females,white_females,MEAN
BFW,0.02,0.09,0.15,0.15,0.11,0.15,0.0,0.1,0.1

# --- DemogPairs ---
Dataset,White_Females,Black_Females,Asian_Males,White_Males,Black_Males,Asian_Females,MEAN
DemogPairs,0.0,0.23,0.38,0.12,0.27,0.26,0.21

# --- RFW ---
Dataset,Caucasian,African,Indian,Asian,MEAN
RFW,0.03,0.0,0.08,0.0,0.03

# --- CelebA ---
Dataset,Females,Males,MEAN
CelebA,0.0,0.2,0.1

# --- Overall Mean ---
Dataset,MEAN
MEAN_ALL,0.12
