# --- BFW ---
Dataset,black_males,asian_males,indian_females,indian_males,white_males,black_females,asian_females,white_females,MEAN
BFW,0.1,0.03,0.0,0.02,0.01,0.07,0.04,0.04,0.04

# --- DemogPairs ---
Dataset,White_Females,Black_Females,Asian_Males,White_Males,Black_Males,Asian_Females,MEAN
DemogPairs,0.0,0.07,0.04,0.02,0.08,0.02,0.04

# --- Overall Mean ---
Dataset,MEAN
MEAN_ALL,0.04
