epsilons=[0.2  0.15 0.1  0.05 0.02]
DP1
,BFW,,,,,,,,,RFW,,,,,DemogPairs,,,,,,,CelebA,,
,indian_females,asian_females,white_females,black_females,asian_males,white_males,indian_males,black_males,Asian,Indian,Caucasian,African,Black_Females,Asian_Females,White_Females,Asian_Males,White_Males,Black_Males,Females,Males
gender,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 14]","[0, 0, 0, 0, 14]","[0, 0, 29, 43, 43]","[57, 57, 57, 57, 57]","[57, 57, 57, 57, 57]","[57, 57, 57, 71, 86]","[57, 57, 57, 86, 86]","[0, 0, 0, 0, 0]","[0, 0, 0, 33, 33]","[0, 0, 0, 33, 33]","[33, 33, 100, 100, 100]","[0, 0, 0, 0, 0]","[0, 0, 0, 20, 20]","[0, 0, 20, 40, 40]","[20, 40, 40, 60, 60]","[60, 60, 80, 80, 80]","[60, 60, 80, 80, 80]","[0, 0, 0, 0, 0]","[0, 0, 100, 100, 100]"
,asian_males,white_males,indian_males,black_males,asian_females,indian_females,black_females,white_females,Asian,African,Indian,Caucasian,Asian_Males,Black_Males,White_Males,Asian_Females,White_Females,Black_Females,Males,Females
emotion,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 57, 57]","[0, 0, 0, 57, 57]","[0, 0, 0, 57, 57]","[0, 0, 43, 57, 86]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 33]","[0, 0, 0, 0, 67]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 20]","[0, 0, 0, 0, 20]","[0, 0, 20, 60, 60]","[0, 0, 60, 60, 80]","[0, 60, 60, 80, 100]","[0, 0, 0, 0, 0]","[0, 0, 100, 100, 100]"
,black_males,black_females,indian_males,indian_females,asian_males,asian_females,white_males,white_females,Indian,Asian,African,Caucasian,Black_Females,Asian_Males,Asian_Females,Black_Males,White_Males,White_Females,Males,Females
race,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 14]","[0, 0, 0, 0, 14]","[0, 0, 0, 0, 14]","[0, 0, 14, 57, 57]","[0, 14, 57, 71, 71]","[86, 86, 86, 86, 86]","[86, 86, 86, 100, 100]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 33]","[67, 67, 67, 67, 67]","[67, 67, 100, 100, 100]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 20]","[0, 0, 0, 20, 40]","[20, 40, 60, 60, 60]","[60, 60, 80, 80, 80]","[80, 80, 100, 100, 100]","[0, 0, 0, 0, 0]","[0, 0, 0, 100, 100]"
,indian_males,white_males,black_males,asian_males,white_females,black_females,indian_females,asian_females,Caucasian,Asian,Indian,African,White_Males,Black_Males,Asian_Males,White_Females,Black_Females,Asian_Females,Males,Females
age,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 57]","[0, 0, 0, 14, 57]","[0, 0, 0, 29, 71]","[0, 0, 0, 29, 71]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 20]","[0, 0, 0, 0, 60]","[0, 0, 0, 0, 60]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 100]"

Dataset Bias
,BFW,RFW,DemogPairs,CelebA
gender,"[57, 57, 64, 79, 89]","[17, 17, 50, 83, 83]","[47, 53, 73, 93, 93]","[0, 0, 100, 100, 100]"
emotion,"[0, 0, 11, 57, 64]","[0, 0, 0, 0, 50]","[0, 20, 47, 67, 93]","[0, 0, 100, 100, 100]"
race,"[43, 46, 61, 79, 89]","[67, 67, 83, 83, 100]","[53, 60, 80, 87, 100]","[0, 0, 0, 100, 100]"
age,"[0, 0, 0, 18, 64]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 47]","[0, 0, 0, 0, 100]"
