epsilons=[0.2  0.15 0.1  0.05 0.02]
DP2
,BFW,,,,,,,,,RFW,,,,,DemogPairs,,,,,,,CelebA,,
,white_females,asian_females,indian_females,black_females,asian_males,white_males,indian_males,black_males,Asian,Caucasian,Indian,African,Black_Females,Asian_Females,White_Females,Asian_Males,White_Males,Black_Males,Females,Males
gender,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 14]","[0, 0, 0, 0, 14]","[0, 0, 0, 14, 43]","[43, 57, 57, 57, 57]","[57, 57, 71, 71, 71]","[57, 71, 71, 71, 71]","[57, 71, 71, 71, 71]","[0, 0, 0, 0, 0]","[0, 0, 0, 33, 33]","[0, 0, 33, 33, 33]","[33, 33, 100, 100, 100]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 20]","[0, 0, 0, 40, 40]","[20, 40, 60, 60, 60]","[60, 60, 80, 80, 80]","[60, 60, 80, 80, 100]","[0, 0, 0, 0, 0]","[0, 0, 0, 100, 100]"
,indian_males,white_males,asian_males,white_females,black_males,asian_females,black_females,indian_females,Asian,Indian,Caucasian,African,Asian_Males,Black_Males,White_Males,Asian_Females,White_Females,Black_Females,Males,Females
emotion,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 29]","[0, 0, 0, 0, 43]","[0, 0, 0, 29, 57]","[0, 0, 0, 29, 57]","[0, 0, 0, 43, 57]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 100, 100]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 40]","[0, 0, 20, 60, 60]","[0, 0, 40, 60, 80]","[0, 20, 60, 80, 100]","[0, 0, 0, 0, 0]","[0, 0, 100, 100, 100]"
,black_males,black_females,indian_males,indian_females,asian_males,asian_females,white_males,white_females,Indian,Asian,African,Caucasian,Black_Females,Asian_Males,Black_Males,Asian_Females,White_Males,White_Females,Males,Females
race,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 29]","[0, 0, 0, 14, 29]","[0, 29, 57, 57, 57]","[14, 43, 57, 57, 71]","[86, 86, 86, 86, 86]","[86, 86, 100, 100, 100]","[0, 0, 0, 0, 0]","[0, 0, 33, 33, 33]","[0, 33, 33, 67, 67]","[100, 100, 100, 100, 100]","[0, 0, 0, 0, 0]","[0, 0, 20, 20, 20]","[0, 0, 20, 20, 20]","[0, 20, 20, 60, 60]","[80, 80, 80, 80, 80]","[80, 80, 80, 100, 100]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 100]"
,white_males,white_females,indian_males,black_females,asian_males,black_males,indian_females,asian_females,Caucasian,Asian,Indian,African,Black_Males,White_Males,Asian_Males,White_Females,Black_Females,Asian_Females,Males,Females
age,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 14]","[0, 0, 0, 0, 29]","[0, 0, 0, 0, 43]","[0, 0, 0, 0, 43]","[0, 0, 0, 14, 86]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 33]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 60]","[0, 0, 0, 0, 60]","[0, 0, 0, 0, 60]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 100]"

Dataset Bias
,BFW,RFW,DemogPairs,CelebA
gender,"[54, 64, 68, 71, 86]","[17, 17, 67, 83, 83]","[47, 53, 73, 87, 100]","[0, 0, 0, 100, 100]"
emotion,"[0, 0, 0, 25, 61]","[0, 0, 0, 50, 50]","[0, 7, 40, 67, 93]","[0, 0, 100, 100, 100]"
race,"[46, 61, 75, 79, 93]","[50, 67, 83, 100, 100]","[53, 60, 73, 93, 93]","[0, 0, 0, 0, 100]"
age,"[0, 0, 0, 4, 54]","[0, 0, 0, 0, 17]","[0, 0, 0, 0, 60]","[0, 0, 0, 0, 100]"
