"epsilons=[0.02, 0.05, 0.1, 0.15, 0.2]"
DP2
""
pairs
,BFW,,,,,,,,,DemogPairs,,,,,,
,black_females,indian_females,white_females,asian_males,asian_females,indian_males,black_males,white_males,Black_Females,White_Females,Asian_Females,Asian_Males,White_Males,Black_Males
VGG-Face,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[14, 0, 0, 0, 0]","[43, 29, 0, 0, 0]","[43, 43, 0, 0, 0]","[57, 43, 0, 0, 0]","[86, 71, 43, 0, 0]","[100, 100, 100, 71, 43]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[40, 40, 40, 0, 0]","[40, 40, 40, 0, 0]","[80, 80, 40, 40, 40]","[100, 100, 80, 80, 40]"
,indian_females,white_females,black_females,black_males,asian_females,asian_males,white_males,indian_males,Black_Females,Asian_Females,Black_Males,White_Females,Asian_Males,White_Males
Facenet,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[43, 43, 0, 0, 0]","[43, 43, 0, 0, 0]","[43, 43, 0, 0, 0]","[71, 43, 14, 0, 0]","[86, 43, 43, 0, 0]","[0, 0, 0, 0, 0]","[20, 0, 0, 0, 0]","[40, 20, 0, 0, 0]","[60, 20, 0, 0, 0]","[60, 40, 20, 0, 0]","[100, 100, 100, 60, 20]"
,black_males,indian_males,black_females,white_males,white_females,asian_males,indian_females,asian_females,Black_Males,Asian_Males,Black_Females,White_Males,Asian_Females,White_Females
OpenFace,"[0, 0, 0, 0, 0]","[14, 0, 0, 0, 0]","[29, 14, 0, 0, 0]","[29, 14, 0, 0, 0]","[29, 14, 0, 0, 0]","[43, 14, 0, 0, 0]","[86, 86, 29, 14, 0]","[86, 86, 29, 14, 0]","[0, 0, 0, 0, 0]","[20, 20, 20, 0, 0]","[40, 20, 20, 0, 0]","[40, 40, 20, 20, 0]","[80, 80, 40, 20, 20]","[80, 80, 60, 20, 20]"
,black_males,black_females,indian_males,asian_females,asian_males,indian_females,white_males,white_females,Black_Males,Black_Females,Asian_Males,Asian_Females,White_Males,White_Females
DeepID,"[0, 0, 0, 0, 0]","[14, 14, 14, 0, 0]","[29, 14, 14, 14, 0]","[43, 43, 29, 14, 14]","[43, 43, 43, 14, 14]","[71, 71, 43, 43, 29]","[86, 86, 71, 43, 43]","[100, 100, 86, 71, 43]","[0, 0, 0, 0, 0]","[20, 20, 20, 20, 20]","[40, 20, 20, 20, 20]","[60, 60, 20, 20, 20]","[80, 80, 80, 60, 20]","[100, 80, 80, 60, 20]"
,black_males,black_females,indian_males,indian_females,asian_males,white_females,white_males,asian_females,Black_Males,Black_Females,Asian_Males,Asian_Females,White_Females,White_Males
Dlib,"[0, 0, 0, 0, 0]","[14, 0, 0, 0, 0]","[29, 14, 0, 0, 0]","[29, 14, 0, 0, 0]","[57, 29, 14, 0, 0]","[57, 29, 14, 0, 0]","[86, 57, 14, 0, 0]","[86, 57, 29, 0, 0]","[0, 0, 0, 0, 0]","[20, 0, 0, 0, 0]","[40, 40, 20, 0, 0]","[60, 60, 40, 40, 20]","[60, 60, 60, 40, 40]","[100, 80, 60, 40, 40]"
,black_females,white_females,indian_females,black_males,indian_males,asian_males,asian_females,white_males,Black_Females,White_Females,Black_Males,White_Males,Asian_Males,Asian_Females
ArcFace,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[29, 0, 0, 0, 0]","[29, 0, 0, 0, 0]","[57, 43, 0, 0, 0]","[57, 43, 0, 0, 0]","[57, 43, 0, 0, 0]","[57, 57, 0, 0, 0]","[0, 0, 0, 0, 0]","[20, 0, 0, 0, 0]","[40, 40, 20, 0, 0]","[60, 40, 40, 0, 0]","[80, 60, 40, 40, 0]","[80, 60, 40, 40, 0]"
,asian_females,black_females,black_males,asian_males,indian_females,white_females,indian_males,white_males,Black_Males,Black_Females,Asian_Females,Asian_Males,White_Females,White_Males
DeepFace,"[0, 0, 0, 0, 0]","[14, 0, 0, 0, 0]","[14, 0, 0, 0, 0]","[14, 0, 0, 0, 0]","[14, 0, 0, 0, 0]","[14, 0, 0, 0, 0]","[86, 43, 0, 0, 0]","[100, 86, 14, 0, 0]","[0, 0, 0, 0, 0]","[20, 0, 0, 0, 0]","[20, 20, 0, 0, 0]","[60, 20, 0, 0, 0]","[80, 80, 60, 20, 0]","[100, 100, 80, 60, 20]"

Dataset Bias
,BFW,DemogPairs
VGG-Face,"[86, 71, 36, 18, 11]","[87, 87, 67, 40, 27]"
Facenet,"[71, 54, 14, 0, 0]","[93, 60, 40, 20, 7]"
OpenFace,"[79, 57, 14, 7, 0]","[87, 80, 53, 20, 13]"
DeepID,"[96, 93, 75, 50, 36]","[100, 87, 73, 60, 33]"
Dlib,"[89, 50, 18, 0, 0]","[93, 80, 60, 40, 33]"
ArcFace,"[71, 46, 0, 0, 0]","[93, 67, 47, 27, 0]"
DeepFace,"[64, 32, 4, 0, 0]","[93, 73, 47, 27, 7]"
""
race
,BFW,,,,,RFW,,,,,DemogPairs,,,
,indian,black,asian,white,Indian,Asian,Caucasian,African,White,Asian,Black
VGG-Face,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[33, 0, 0, 0, 0]","[100, 100, 0, 0, 0]","[0, 0, 0, 0, 0]","[33, 0, 0, 0, 0]","[33, 33, 0, 0, 0]","[100, 100, 100, 33, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[100, 0, 0, 0, 0]"
,black,indian,white,asian,Indian,Caucasian,Asian,African,Black,Asian,White
Facenet,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[33, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[33, 0, 0, 0, 0]","[33, 33, 0, 0, 0]","[100, 100, 33, 0, 0]","[0, 0, 0, 0, 0]","[50, 0, 0, 0, 0]","[100, 100, 50, 0, 0]"
,black,white,indian,asian,African,Asian,Indian,Caucasian,Black,Asian,White
OpenFace,"[0, 0, 0, 0, 0]","[33, 0, 0, 0, 0]","[33, 33, 0, 0, 0]","[100, 33, 0, 0, 0]","[0, 0, 0, 0, 0]","[33, 0, 0, 0, 0]","[33, 0, 0, 0, 0]","[67, 33, 0, 0, 0]","[0, 0, 0, 0, 0]","[50, 50, 50, 0, 0]","[100, 50, 50, 0, 0]"
,black,indian,asian,white,African,Asian,Indian,Caucasian,Black,Asian,White
DeepID,"[0, 0, 0, 0, 0]","[33, 33, 33, 33, 0]","[33, 33, 33, 33, 0]","[100, 100, 100, 100, 33]","[0, 0, 0, 0, 0]","[33, 33, 33, 33, 0]","[67, 33, 33, 33, 33]","[100, 100, 67, 33, 33]","[0, 0, 0, 0, 0]","[50, 50, 50, 0, 0]","[100, 100, 100, 50, 50]"
,black,indian,white,asian,Indian,African,Asian,Caucasian,Black,Asian,White
Dlib,"[0, 0, 0, 0, 0]","[33, 33, 0, 0, 0]","[67, 33, 0, 0, 0]","[67, 33, 33, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[67, 0, 0, 0, 0]","[100, 67, 0, 0, 0]","[0, 0, 0, 0, 0]","[50, 50, 50, 50, 0]","[100, 100, 50, 50, 50]"
,black,white,indian,asian,African,Indian,Caucasian,Asian,Black,White,Asian
ArcFace,"[0, 0, 0, 0, 0]","[33, 0, 0, 0, 0]","[33, 0, 0, 0, 0]","[100, 33, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[33, 0, 0, 0, 0]","[100, 33, 0, 0, 0]","[0, 0, 0, 0, 0]","[50, 0, 0, 0, 0]","[100, 100, 50, 0, 0]"
,asian,black,indian,white,African,Asian,Indian,Caucasian,Black,Asian,White
DeepFace,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[67, 0, 0, 0, 0]","[67, 33, 0, 0, 0]","[0, 0, 0, 0, 0]","[33, 0, 0, 0, 0]","[67, 67, 33, 0, 0]","[67, 67, 67, 0, 0]","[0, 0, 0, 0, 0]","[50, 50, 0, 0, 0]","[100, 100, 100, 50, 0]"

Dataset Bias
,BFW,RFW,DemogPairs
VGG-Face,"[67, 50, 0, 0, 0]","[83, 67, 50, 17, 0]","[67, 0, 0, 0, 0]"
Facenet,"[67, 0, 0, 0, 0]","[83, 67, 17, 0, 0]","[100, 67, 33, 0, 0]"
OpenFace,"[83, 33, 0, 0, 0]","[67, 17, 0, 0, 0]","[100, 67, 67, 0, 0]"
DeepID,"[83, 83, 83, 83, 17]","[100, 83, 67, 50, 33]","[100, 100, 100, 33, 33]"
Dlib,"[83, 50, 17, 0, 0]","[83, 33, 0, 0, 0]","[100, 100, 67, 67, 33]"
ArcFace,"[83, 17, 0, 0, 0]","[67, 17, 0, 0, 0]","[100, 67, 33, 0, 0]"
DeepFace,"[67, 17, 0, 0, 0]","[83, 67, 50, 0, 0]","[100, 100, 67, 33, 0]"
""
gender
,BFW,,,DemogPairs,,,CelebA,,
,Females,Males,Females,Males,Females,Males
VGG-Face,"[0, 0, 0, 0, 0]","[100, 100, 100, 0, 0]","[0, 0, 0, 0, 0]","[100, 100, 100, 100, 0]","[0, 0, 0, 0, 0]","[100, 100, 100, 100, 0]"
,Females,Males,Females,Males,Females,Males
Facenet,"[0, 0, 0, 0, 0]","[100, 100, 0, 0, 0]","[0, 0, 0, 0, 0]","[100, 100, 0, 0, 0]","[0, 0, 0, 0, 0]","[100, 100, 100, 100, 0]"
,Males,Females,Males,Females,Males,Females
OpenFace,"[0, 0, 0, 0, 0]","[100, 100, 0, 0, 0]","[0, 0, 0, 0, 0]","[100, 100, 100, 0, 0]","[0, 0, 0, 0, 0]","[100, 100, 100, 100, 0]"
,Males,Females,Males,Females,Males,Females
DeepID,"[0, 0, 0, 0, 0]","[100, 100, 0, 0, 0]","[0, 0, 0, 0, 0]","[100, 100, 0, 0, 0]","[0, 0, 0, 0, 0]","[100, 100, 0, 0, 0]"
,Males,Females,Males,Females,Males,Females
Dlib,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[100, 0, 0, 0, 0]"
,Females,Males,Females,Males,Females,Males
ArcFace,"[0, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[100, 100, 0, 0, 0]","[0, 0, 0, 0, 0]","[100, 100, 0, 0, 0]"
,Females,Males,Females,Males,Females,Males
DeepFace,"[0, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[100, 0, 0, 0, 0]"

Dataset Bias
,BFW,DemogPairs,CelebA
VGG-Face,"[100, 100, 100, 0, 0]","[100, 100, 100, 100, 0]","[100, 100, 100, 100, 0]"
Facenet,"[100, 100, 0, 0, 0]","[100, 100, 0, 0, 0]","[100, 100, 100, 100, 0]"
OpenFace,"[100, 100, 0, 0, 0]","[100, 100, 100, 0, 0]","[100, 100, 100, 100, 0]"
DeepID,"[100, 100, 0, 0, 0]","[100, 100, 0, 0, 0]","[100, 100, 0, 0, 0]"
Dlib,"[0, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[100, 0, 0, 0, 0]"
ArcFace,"[100, 0, 0, 0, 0]","[100, 100, 0, 0, 0]","[100, 100, 0, 0, 0]"
DeepFace,"[100, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[100, 0, 0, 0, 0]"
