"epsilons=[0.02, 0.05, 0.1, 0.15, 0.2]"
DP-Snow
""
pairs
,BFW,,,,,,,,,DemogPairs,,,,,,
,asian_females,black_males,white_females,white_males,indian_males,asian_males,indian_females,black_females,Asian_Females,White_Females,Black_Males,White_Males,Asian_Males,Black_Females
ArcFace,"[0, 0, 0, 0, 0]","[14, 14, 0, 0, 0]","[14, 14, 0, 0, 0]","[43, 14, 14, 0, 0]","[43, 14, 14, 0, 0]","[43, 29, 14, 0, 0]","[71, 43, 14, 14, 0]","[100, 86, 43, 14, 14]","[0, 0, 0, 0, 0]","[20, 0, 0, 0, 0]","[40, 40, 0, 0, 0]","[40, 40, 0, 0, 0]","[80, 40, 20, 0, 0]","[100, 80, 40, 0, 0]"

Dataset Bias
,BFW,DemogPairs
ArcFace,"[82, 54, 25, 7, 4]","[93, 67, 20, 0, 0]"
""
race
,BFW,,,,,DemogPairs,,,
,asian,white,indian,black,White,Asian,Black
ArcFace,"[0, 0, 0, 0, 0]","[33, 0, 0, 0, 0]","[67, 33, 0, 0, 0]","[67, 33, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[100, 100, 0, 0, 0]"

Dataset Bias
,BFW,DemogPairs
ArcFace,"[83, 33, 0, 0, 0]","[67, 67, 0, 0, 0]"
""
gender
,BFW,,,DemogPairs,,
,Males,Females,Females,Males
ArcFace,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[100, 0, 0, 0, 0]"

Dataset Bias
,BFW,DemogPairs
ArcFace,"[0, 0, 0, 0, 0]","[100, 0, 0, 0, 0]"
