total means:
Original
,BFW,DemogPairs
pairs,89.9,90.5
race,89.9,90.5
Gender,89.9,90.5
DP1
,BFW,DemogPairs
pairs,97.2,88.4
race,97.2,88.4
Gender,97.2,88.4
DP2
,BFW,DemogPairs
pairs,97.2,91.3
race,97.2,91.3
Gender,97.2,91.3
CIAGAN
,BFW,DemogPairs
pairs,82.7,85.1
race,82.7,85.1
Gender,82.7,85.1
""
